year,exra,nao,location,code,elevation,climate.region,N,E
2014,73.1,2.97,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
2015,58.5,4.09,S. Bernardino,SBE,1639,Alpine south side,46.46,9.18
1982,121.2,2.63,Stabio,SBO,353,Alpine south side,45.84,8.93
1983,61.8,0.38,Stabio,SBO,353,Alpine south side,45.84,8.93
1984,112.2,2.17,Stabio,SBO,353,Alpine south side,45.84,8.93
1985,48.3,-3.09,Stabio,SBO,353,Alpine south side,45.84,8.93
1986,66.7,3.14,Stabio,SBO,353,Alpine south side,45.84,8.93
1987,64.1,-3.01,Stabio,SBO,353,Alpine south side,45.84,8.93
1988,112.2,-0.13,Stabio,SBO,353,Alpine south side,45.84,8.93
1989,71.8,2.38,Stabio,SBO,353,Alpine south side,45.84,8.93
1990,61.4,3.88,Stabio,SBO,353,Alpine south side,45.84,8.93
1991,77.2,1.14,Stabio,SBO,353,Alpine south side,45.84,8.93
1992,116.6,2.54,Stabio,SBO,353,Alpine south side,45.84,8.93
1993,67.1,1.71,Stabio,SBO,353,Alpine south side,45.84,8.93
1994,74.4,2.86,Stabio,SBO,353,Alpine south side,45.84,8.93
1995,199.1,-1.11,Stabio,SBO,353,Alpine south side,45.84,8.93
1996,105.7,-1.98,Stabio,SBO,353,Alpine south side,45.84,8.93
1997,73.1,-0.93,Stabio,SBO,353,Alpine south side,45.84,8.93
1998,83.9,1.03,Stabio,SBO,353,Alpine south side,45.84,8.93
1999,110.2,2.25,Stabio,SBO,353,Alpine south side,45.84,8.93
2000,109.1,1.18,Stabio,SBO,353,Alpine south side,45.84,8.93
2001,70.4,-1.91,Stabio,SBO,353,Alpine south side,45.84,8.93
2002,189.7,1,Stabio,SBO,353,Alpine south side,45.84,8.93
2003,68.2,-0.09,Stabio,SBO,353,Alpine south side,45.84,8.93
2004,66.3,0.7,Stabio,SBO,353,Alpine south side,45.84,8.93
2005,50.2,-1.35,Stabio,SBO,353,Alpine south side,45.84,8.93
2006,70.4,-0.2,Stabio,SBO,353,Alpine south side,45.84,8.93
2007,134.9,1.35,Stabio,SBO,353,Alpine south side,45.84,8.93
2008,76.4,1.72,Stabio,SBO,353,Alpine south side,45.84,8.93
2009,62.8,0.72,Stabio,SBO,353,Alpine south side,45.84,8.93
2010,79.6,-5.96,Stabio,SBO,353,Alpine south side,45.84,8.93
2011,97.4,2.95,Stabio,SBO,353,Alpine south side,45.84,8.93
2012,64.2,-0.25,Stabio,SBO,353,Alpine south side,45.84,8.93
2013,67.1,0.9,Stabio,SBO,353,Alpine south side,45.84,8.93
2014,121.1,2.97,Stabio,SBO,353,Alpine south side,45.84,8.93
2015,90.5,4.09,Stabio,SBO,353,Alpine south side,45.84,8.93
1981,44.6,-0.55,Scuol,SCU,1304,Engadine,46.79,10.28
1982,39.7,2.63,Scuol,SCU,1304,Engadine,46.79,10.28
1983,42.5,0.38,Scuol,SCU,1304,Engadine,46.79,10.28
1984,41,2.17,Scuol,SCU,1304,Engadine,46.79,10.28
1985,69.7,-3.09,Scuol,SCU,1304,Engadine,46.79,10.28
1986,25.6,3.14,Scuol,SCU,1304,Engadine,46.79,10.28
1987,37.2,-3.01,Scuol,SCU,1304,Engadine,46.79,10.28
1988,46.6,-0.13,Scuol,SCU,1304,Engadine,46.79,10.28
1989,24.2,2.38,Scuol,SCU,1304,Engadine,46.79,10.28
1990,35.1,3.88,Scuol,SCU,1304,Engadine,46.79,10.28
1991,53.8,1.14,Scuol,SCU,1304,Engadine,46.79,10.28
1992,39.4,2.54,Scuol,SCU,1304,Engadine,46.79,10.28
1993,42.9,1.71,Scuol,SCU,1304,Engadine,46.79,10.28
1994,38.7,2.86,Scuol,SCU,1304,Engadine,46.79,10.28
1995,39.1,-1.11,Scuol,SCU,1304,Engadine,46.79,10.28
1996,63.3,-1.98,Scuol,SCU,1304,Engadine,46.79,10.28
1997,33.2,-0.93,Scuol,SCU,1304,Engadine,46.79,10.28
1998,31.6,1.03,Scuol,SCU,1304,Engadine,46.79,10.28
1999,54.8,2.25,Scuol,SCU,1304,Engadine,46.79,10.28
2000,50.3,1.18,Scuol,SCU,1304,Engadine,46.79,10.28
2001,48.3,-1.91,Scuol,SCU,1304,Engadine,46.79,10.28
2002,46.9,1,Scuol,SCU,1304,Engadine,46.79,10.28
2003,46,-0.09,Scuol,SCU,1304,Engadine,46.79,10.28
2004,28.6,0.7,Scuol,SCU,1304,Engadine,46.79,10.28
2005,48.2,-1.35,Scuol,SCU,1304,Engadine,46.79,10.28
2006,22.8,-0.2,Scuol,SCU,1304,Engadine,46.79,10.28
2007,27.8,1.35,Scuol,SCU,1304,Engadine,46.79,10.28
2008,35.7,1.72,Scuol,SCU,1304,Engadine,46.79,10.28
2009,33.5,0.72,Scuol,SCU,1304,Engadine,46.79,10.28
2010,29.1,-5.96,Scuol,SCU,1304,Engadine,46.79,10.28
2011,37.7,2.95,Scuol,SCU,1304,Engadine,46.79,10.28
2012,31.9,-0.25,Scuol,SCU,1304,Engadine,46.79,10.28
2013,37.3,0.9,Scuol,SCU,1304,Engadine,46.79,10.28
2014,35.9,2.97,Scuol,SCU,1304,Engadine,46.79,10.28
2015,32.2,4.09,Scuol,SCU,1304,Engadine,46.79,10.28
1982,60.7,2.63,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1983,39.6,0.38,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1984,86.5,2.17,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1985,27.6,-3.09,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1986,39.5,3.14,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1987,41.3,-3.01,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1988,27.8,-0.13,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1989,32.8,2.38,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1990,29.9,3.88,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1991,24.4,1.14,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1992,85.4,2.54,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1993,40,1.71,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1994,95.2,2.86,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1995,33.9,-1.11,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1996,49.9,-1.98,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1997,40.4,-0.93,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1998,23.1,1.03,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1999,34.9,2.25,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2000,43.4,1.18,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2001,37.7,-1.91,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2002,30.1,1,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2003,30.5,-0.09,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2004,33.8,0.7,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2005,25.5,-1.35,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2006,34.4,-0.2,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2007,56.4,1.35,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2008,44.1,1.72,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2009,74.2,0.72,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2010,41.9,-5.96,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2011,42.4,2.95,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2012,45.4,-0.25,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2013,53.4,0.9,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2014,34.4,2.97,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
2015,54.7,4.09,Schaffhausen,SHA,438,North-eastern plateau,47.69,8.62
1981,25.9,-0.55,Sion,SIO,482,Valais,46.22,7.33
1982,24.7,2.63,Sion,SIO,482,Valais,46.22,7.33
1983,36.3,0.38,Sion,SIO,482,Valais,46.22,7.33
1984,29.6,2.17,Sion,SIO,482,Valais,46.22,7.33
1985,39.3,-3.09,Sion,SIO,482,Valais,46.22,7.33
1986,41.6,3.14,Sion,SIO,482,Valais,46.22,7.33
1987,25.9,-3.01,Sion,SIO,482,Valais,46.22,7.33
1988,56,-0.13,Sion,SIO,482,Valais,46.22,7.33
1989,26.9,2.38,Sion,SIO,482,Valais,46.22,7.33
1990,57.4,3.88,Sion,SIO,482,Valais,46.22,7.33
1991,39.5,1.14,Sion,SIO,482,Valais,46.22,7.33
1992,36.8,2.54,Sion,SIO,482,Valais,46.22,7.33
1993,25,1.71,Sion,SIO,482,Valais,46.22,7.33
1994,26.4,2.86,Sion,SIO,482,Valais,46.22,7.33
1995,28.7,-1.11,Sion,SIO,482,Valais,46.22,7.33
1996,39.1,-1.98,Sion,SIO,482,Valais,46.22,7.33
1997,49.9,-0.93,Sion,SIO,482,Valais,46.22,7.33
1998,36,1.03,Sion,SIO,482,Valais,46.22,7.33
1999,30.5,2.25,Sion,SIO,482,Valais,46.22,7.33
2000,42.1,1.18,Sion,SIO,482,Valais,46.22,7.33
2001,36.8,-1.91,Sion,SIO,482,Valais,46.22,7.33
2002,38,1,Sion,SIO,482,Valais,46.22,7.33
2003,29.4,-0.09,Sion,SIO,482,Valais,46.22,7.33
2004,36,0.7,Sion,SIO,482,Valais,46.22,7.33
2005,33.2,-1.35,Sion,SIO,482,Valais,46.22,7.33
2006,29.5,-0.2,Sion,SIO,482,Valais,46.22,7.33
2007,38.8,1.35,Sion,SIO,482,Valais,46.22,7.33
2008,21,1.72,Sion,SIO,482,Valais,46.22,7.33
2009,28.4,0.72,Sion,SIO,482,Valais,46.22,7.33
2010,28.2,-5.96,Sion,SIO,482,Valais,46.22,7.33
2011,42,2.95,Sion,SIO,482,Valais,46.22,7.33
2012,23.6,-0.25,Sion,SIO,482,Valais,46.22,7.33
2013,32.6,0.9,Sion,SIO,482,Valais,46.22,7.33
2014,28.6,2.97,Sion,SIO,482,Valais,46.22,7.33
2015,31.6,4.09,Sion,SIO,482,Valais,46.22,7.33
1981,52.2,-0.55,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1982,38.6,2.63,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1983,36.4,0.38,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1984,46.2,2.17,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1985,46.4,-3.09,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1986,47.4,3.14,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1987,79.1,-3.01,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1988,80.5,-0.13,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1989,37.9,2.38,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1990,45.9,3.88,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1991,40.9,1.14,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1992,39,2.54,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1993,66.2,1.71,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1994,62.8,2.86,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1995,41.3,-1.11,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1996,42.4,-1.98,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1997,37.5,-0.93,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1998,29.9,1.03,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1999,74.9,2.25,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2000,54.3,1.18,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2001,40.4,-1.91,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2002,42.1,1,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2003,38.3,-0.09,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2004,55.1,0.7,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2005,40.8,-1.35,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2006,42.5,-0.2,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2007,81.7,1.35,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2008,46.4,1.72,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2009,58,0.72,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2010,37.8,-5.96,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2011,53.7,2.95,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2012,51.9,-0.25,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2013,44.4,0.9,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2014,42,2.97,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
2015,52.2,4.09,Zuerich.Fluntern,SMA,556,North-eastern plateau,47.38,8.57
1982,39.7,2.63,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1983,56.3,0.38,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1984,66.3,2.17,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1985,45.8,-3.09,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1986,64.5,3.14,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1987,43.9,-3.01,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1988,40.8,-0.13,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1989,38.9,2.38,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1990,85.4,3.88,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1991,47.9,1.14,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1992,38.1,2.54,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1993,67.7,1.71,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1994,65.9,2.86,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1995,47.1,-1.11,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1996,44.7,-1.98,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1997,47,-0.93,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1998,40.8,1.03,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1999,60.7,2.25,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2000,59.3,1.18,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2001,49.5,-1.91,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2002,92.2,1,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2003,38.1,-0.09,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2004,46,0.7,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2005,45.5,-1.35,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2006,61.3,-0.2,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2007,61.3,1.35,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2008,51.3,1.72,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2009,73.2,0.72,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2010,64.3,-5.96,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2011,63.1,2.95,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2012,41.7,-0.25,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2013,57.9,0.9,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2014,63.7,2.97,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
2015,79.2,4.09,St. Gallen,STG,776,North-eastern plateau,47.43,9.4
1981,48.7,-0.55,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1982,61.4,2.63,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1983,41.3,0.38,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1984,57.5,2.17,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1985,40.4,-3.09,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1986,51.8,3.14,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1987,64.3,-3.01,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1988,32.9,-0.13,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1989,37.6,2.38,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1990,45.6,3.88,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1991,44.6,1.14,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1992,42.8,2.54,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1993,88.6,1.71,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1994,71.3,2.86,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1995,53.2,-1.11,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1996,42.2,-1.98,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1997,47.9,-0.93,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1998,33,1.03,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1999,43.4,2.25,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2000,56.4,1.18,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2001,42.1,-1.91,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2002,32.3,1,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2003,29.1,-0.09,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2004,34.7,0.7,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2005,58.6,-1.35,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2006,31.3,-0.2,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2007,63.3,1.35,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2008,43.8,1.72,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2009,60.7,0.72,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2010,35.8,-5.96,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2011,43.7,2.95,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2012,46.4,-0.25,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2013,34.5,0.9,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2014,45.1,2.97,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
2015,71.3,4.09,Aadorf.Taenikon,TAE,539,North-eastern plateau,47.48,8.9
1981,45.9,-0.55,Ulrichen,ULR,1346,Valais,46.5,8.31
1982,45.4,2.63,Ulrichen,ULR,1346,Valais,46.5,8.31
1983,54.4,0.38,Ulrichen,ULR,1346,Valais,46.5,8.31
1984,58.8,2.17,Ulrichen,ULR,1346,Valais,46.5,8.31
1985,60,-3.09,Ulrichen,ULR,1346,Valais,46.5,8.31
1986,49.2,3.14,Ulrichen,ULR,1346,Valais,46.5,8.31
1987,66,-3.01,Ulrichen,ULR,1346,Valais,46.5,8.31
1988,65.7,-0.13,Ulrichen,ULR,1346,Valais,46.5,8.31
1989,69.3,2.38,Ulrichen,ULR,1346,Valais,46.5,8.31
1990,58.1,3.88,Ulrichen,ULR,1346,Valais,46.5,8.31
1991,78.4,1.14,Ulrichen,ULR,1346,Valais,46.5,8.31
1992,39.8,2.54,Ulrichen,ULR,1346,Valais,46.5,8.31
1993,62.2,1.71,Ulrichen,ULR,1346,Valais,46.5,8.31
1994,54.3,2.86,Ulrichen,ULR,1346,Valais,46.5,8.31
1995,54.9,-1.11,Ulrichen,ULR,1346,Valais,46.5,8.31
1996,70.5,-1.98,Ulrichen,ULR,1346,Valais,46.5,8.31
1997,51,-0.93,Ulrichen,ULR,1346,Valais,46.5,8.31
1998,47.4,1.03,Ulrichen,ULR,1346,Valais,46.5,8.31
1999,52.1,2.25,Ulrichen,ULR,1346,Valais,46.5,8.31
2000,58.6,1.18,Ulrichen,ULR,1346,Valais,46.5,8.31
2001,31.6,-1.91,Ulrichen,ULR,1346,Valais,46.5,8.31
2002,91.7,1,Ulrichen,ULR,1346,Valais,46.5,8.31
2003,64.1,-0.09,Ulrichen,ULR,1346,Valais,46.5,8.31
2004,46.5,0.7,Ulrichen,ULR,1346,Valais,46.5,8.31
2005,29.4,-1.35,Ulrichen,ULR,1346,Valais,46.5,8.31
2006,40.2,-0.2,Ulrichen,ULR,1346,Valais,46.5,8.31
2007,58.1,1.35,Ulrichen,ULR,1346,Valais,46.5,8.31
2008,45.1,1.72,Ulrichen,ULR,1346,Valais,46.5,8.31
2009,61.1,0.72,Ulrichen,ULR,1346,Valais,46.5,8.31
2010,40.2,-5.96,Ulrichen,ULR,1346,Valais,46.5,8.31
2011,38.2,2.95,Ulrichen,ULR,1346,Valais,46.5,8.31
2012,41.3,-0.25,Ulrichen,ULR,1346,Valais,46.5,8.31
2013,49.7,0.9,Ulrichen,ULR,1346,Valais,46.5,8.31
2014,79,2.97,Ulrichen,ULR,1346,Valais,46.5,8.31
2015,40.2,4.09,Ulrichen,ULR,1346,Valais,46.5,8.31
1981,44.4,-0.55,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1982,70.6,2.63,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1983,49.2,0.38,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1984,77,2.17,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1985,59.6,-3.09,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1986,48.6,3.14,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1987,52.5,-3.01,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1988,47.2,-0.13,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1989,28.5,2.38,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1990,53.3,3.88,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1991,58.6,1.14,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1992,48.8,2.54,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1993,50.1,1.71,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1994,44.3,2.86,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1995,30.2,-1.11,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1996,37,-1.98,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1997,52.2,-0.93,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1998,44.4,1.03,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1999,46,2.25,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2000,80.2,1.18,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2001,51.8,-1.91,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2002,35.1,1,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2003,57.4,-0.09,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2004,41.5,0.7,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2005,87.5,-1.35,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2006,95,-0.2,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2007,28.7,1.35,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2008,41.7,1.72,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2009,52.6,0.72,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2010,34.3,-5.96,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2011,54.6,2.95,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2012,55.6,-0.25,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2013,52.6,0.9,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2014,54.8,2.97,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
2015,68.2,4.09,Vaduz,VAD,457,Eastern Alpine north slope,47.13,9.52
1981,48.1,-0.55,Visp,VIS,639,Valais,46.3,7.84
1982,39.3,2.63,Visp,VIS,639,Valais,46.3,7.84
1983,34.9,0.38,Visp,VIS,639,Valais,46.3,7.84
1984,30.3,2.17,Visp,VIS,639,Valais,46.3,7.84
1985,51.5,-3.09,Visp,VIS,639,Valais,46.3,7.84
1986,44.3,3.14,Visp,VIS,639,Valais,46.3,7.84
1987,70.1,-3.01,Visp,VIS,639,Valais,46.3,7.84
1988,45.8,-0.13,Visp,VIS,639,Valais,46.3,7.84
1989,56.6,2.38,Visp,VIS,639,Valais,46.3,7.84
1990,44.1,3.88,Visp,VIS,639,Valais,46.3,7.84
1991,74.3,1.14,Visp,VIS,639,Valais,46.3,7.84
1992,32.5,2.54,Visp,VIS,639,Valais,46.3,7.84
1993,46.5,1.71,Visp,VIS,639,Valais,46.3,7.84
1994,62.4,2.86,Visp,VIS,639,Valais,46.3,7.84
1995,29.6,-1.11,Visp,VIS,639,Valais,46.3,7.84
1996,45.1,-1.98,Visp,VIS,639,Valais,46.3,7.84
1997,28,-0.93,Visp,VIS,639,Valais,46.3,7.84
1998,31.7,1.03,Visp,VIS,639,Valais,46.3,7.84
1999,27.5,2.25,Visp,VIS,639,Valais,46.3,7.84
2000,82.4,1.18,Visp,VIS,639,Valais,46.3,7.84
2001,35.7,-1.91,Visp,VIS,639,Valais,46.3,7.84
2002,36.2,1,Visp,VIS,639,Valais,46.3,7.84
2003,33.5,-0.09,Visp,VIS,639,Valais,46.3,7.84
2004,44.3,0.7,Visp,VIS,639,Valais,46.3,7.84
2005,38.3,-1.35,Visp,VIS,639,Valais,46.3,7.84
2006,35.9,-0.2,Visp,VIS,639,Valais,46.3,7.84
2007,49.6,1.35,Visp,VIS,639,Valais,46.3,7.84
2008,37.5,1.72,Visp,VIS,639,Valais,46.3,7.84
2009,68.3,0.72,Visp,VIS,639,Valais,46.3,7.84
2010,40.6,-5.96,Visp,VIS,639,Valais,46.3,7.84
2011,34.3,2.95,Visp,VIS,639,Valais,46.3,7.84
2012,37.9,-0.25,Visp,VIS,639,Valais,46.3,7.84
2013,29.9,0.9,Visp,VIS,639,Valais,46.3,7.84
2014,46.8,2.97,Visp,VIS,639,Valais,46.3,7.84
2015,43.8,4.09,Visp,VIS,639,Valais,46.3,7.84
1981,47.8,-0.55,Waedenswil,WAE,485,North-eastern plateau,47.22,8.68
1982,45.4,2.63,Waedenswil,WAE,485,North-eastern plateau,47.22,8.68
1983,55.9,0.38,Waedenswil,WAE,485,North-eastern plateau,47.22,8.68
1984,68.6,2.17,Waedenswil,WAE,485,North-eastern plateau,47.22,8.68
